5408, 12300, 5408, 97763, 5408, 5408, 1, 1, bread, onion, bread, grape_juice, bread 
5408, 17059, 42488, 2087, 17059, 2087, 0, 2, bread, jelly, orange_juice, apple, jelly 
2304, 17059, 2087, 12300, 2087, 2087, 1, 1, orange, jelly, apple, onion, apple 
18450, 42488, 53070, 12300, 53070, 42488, 1, 0, cereal, orange_juice, potato_chips, onion, potato_chips 
17059, 42488, 12300, 2304, 2304, 2304, 2, 2, jelly, orange_juice, onion, orange, orange 
14073, 12300, 6050, 30880, 12300, 6050, 0, 1, coke, onion, corn, crackers, onion 
5408, 42488, 6050, 53070, 6050, 6050, 1, 1, bread, orange_juice, corn, potato_chips, corn 
12300, 17059, 53070, 2087, 2087, 2087, 2, 2, onion, jelly, potato_chips, apple, apple 
17059, 18450, 5408, 2087, 2087, 18450, 2, 0, jelly, cereal, bread, apple, apple 
53070, 12300, 6050, 30880, 30880, 6050, 2, 1, potato_chips, onion, corn, crackers, crackers 
42488, 2087, 18450, 14073, 14073, 2087, 2, 0, orange_juice, apple, cereal, coke, coke 
6050, 2304, 5408, 12300, 12300, 2304, 2, 0, corn, orange, bread, onion, onion 
2304, 30880, 53070, 5408, 5408, 5408, 2, 2, orange, crackers, potato_chips, bread, bread 
18450, 30880, 53070, 18450, 18450, 18450, 2, 2, cereal, crackers, potato_chips, cereal, cereal 
42488, 2304, 5408, 14073, 14073, 2304, 2, 0, orange_juice, orange, bread, coke, coke 
17059, 2087, 53070, 14073, 2087, 2087, 0, 0, jelly, apple, potato_chips, coke, apple 
5408, 14073, 6050, 2304, 2304, 2304, 2, 2, bread, coke, corn, orange, orange 
5408, 97763, 6050, 17059, 17059, 6050, 2, 1, bread, grape_juice, corn, jelly, jelly 
18450, 2087, 14073, 97763, 2087, 2087, 0, 0, cereal, apple, coke, grape_juice, apple 
12300, 42488, 53070, 30880, 42488, 30880, 0, 2, onion, orange_juice, potato_chips, crackers, orange_juice 
6050, 97763, 2087, 42488, 42488, 2087, 2, 1, corn, grape_juice, apple, orange_juice, orange_juice 
6050, 18450, 42488, 12300, 18450, 12300, 0, 2, corn, cereal, orange_juice, onion, cereal 
42488, 97763, 5408, 30880, 97763, 5408, 0, 1, orange_juice, grape_juice, bread, crackers, grape_juice 
97763, 2087, 17059, 30880, 17059, 2087, 1, 0, grape_juice, apple, jelly, crackers, jelly 
2087, 42488, 53070, 2304, 2304, 2304, 2, 2, apple, orange_juice, potato_chips, orange, orange 
5408, 2087, 5408, 53070, 5408, 5408, 1, 1, bread, apple, bread, potato_chips, bread 
2304, 5408, 2304, 17059, 2304, 2304, 1, 1, orange, bread, orange, jelly, orange 
2304, 2087, 42488, 14073, 2087, 2087, 0, 0, orange, apple, orange_juice, coke, apple 
14073, 30880, 2087, 6050, 6050, 6050, 2, 2, coke, crackers, apple, corn, corn 
18450, 14073, 97763, 18450, 18450, 18450, 2, 2, cereal, coke, grape_juice, cereal, cereal 
30880, 18450, 2304, 30880, 30880, 30880, 2, 2, crackers, cereal, orange, crackers, crackers 
12300, 17059, 30880, 12300, 12300, 12300, 2, 2, onion, jelly, crackers, onion, onion 
2304, 14073, 42488, 2304, 2304, 2304, 2, 2, orange, coke, orange_juice, orange, orange 
42488, 12300, 2087, 14073, 14073, 2087, 2, 1, orange_juice, onion, apple, coke, coke 
42488, 6050, 17059, 14073, 14073, 6050, 2, 0, orange_juice, corn, jelly, coke, coke 
42488, 17059, 42488, 12300, 42488, 42488, 1, 1, orange_juice, jelly, orange_juice, onion, orange_juice 
30880, 17059, 30880, 12300, 30880, 30880, 1, 1, crackers, jelly, crackers, onion, crackers 
2304, 17059, 18450, 2304, 2304, 2304, 2, 2, orange, jelly, cereal, orange, orange 
18450, 42488, 2304, 17059, 17059, 2304, 2, 1, cereal, orange_juice, orange, jelly, jelly 
6050, 97763, 2304, 2087, 2087, 2304, 2, 1, corn, grape_juice, orange, apple, apple 
42488, 17059, 2304, 12300, 17059, 2304, 0, 1, orange_juice, jelly, orange, onion, jelly 
53070, 97763, 2087, 18450, 18450, 2087, 2, 1, potato_chips, grape_juice, apple, cereal, cereal 
53070, 12300, 2087, 14073, 14073, 2087, 2, 1, potato_chips, onion, apple, coke, coke 
17059, 30880, 6050, 14073, 14073, 6050, 2, 1, jelly, crackers, corn, coke, coke 
5408, 2304, 12300, 30880, 12300, 2304, 1, 0, bread, orange, onion, crackers, onion 
18450, 42488, 12300, 5408, 5408, 5408, 2, 2, cereal, orange_juice, onion, bread, bread 
14073, 2087, 17059, 2304, 17059, 2304, 1, 2, coke, apple, jelly, orange, jelly 
2087, 18450, 53070, 14073, 53070, 18450, 1, 0, apple, cereal, potato_chips, coke, potato_chips 
53070, 42488, 53070, 2304, 53070, 53070, 1, 1, potato_chips, orange_juice, potato_chips, orange, potato_chips 
2304, 12300, 6050, 30880, 12300, 6050, 0, 1, orange, onion, corn, crackers, onion 
2087, 18450, 12300, 2087, 2087, 2087, 2, 2, apple, cereal, onion, apple, apple 
2304, 14073, 53070, 2304, 2304, 2304, 2, 2, orange, coke, potato_chips, orange, orange 
17059, 97763, 18450, 42488, 18450, 18450, 1, 1, jelly, grape_juice, cereal, orange_juice, cereal 
42488, 42488, 17059, 5408, 42488, 42488, 0, 0, orange_juice, orange_juice, jelly, bread, orange_juice 
14073, 18450, 53070, 14073, 14073, 14073, 2, 2, coke, cereal, potato_chips, coke, coke 
30880, 6050, 30880, 97763, 30880, 30880, 1, 1, crackers, corn, crackers, grape_juice, crackers 
97763, 2087, 18450, 14073, 14073, 2087, 2, 0, grape_juice, apple, cereal, coke, coke 
5408, 18450, 14073, 6050, 18450, 6050, 0, 2, bread, cereal, coke, corn, cereal 
42488, 18450, 42488, 17059, 42488, 42488, 1, 1, orange_juice, cereal, orange_juice, jelly, orange_juice 
18450, 12300, 5408, 97763, 5408, 5408, 1, 1, cereal, onion, bread, grape_juice, bread 
2304, 42488, 53070, 18450, 42488, 18450, 0, 2, orange, orange_juice, potato_chips, cereal, orange_juice 
5408, 12300, 53070, 17059, 17059, 12300, 2, 0, bread, onion, potato_chips, jelly, jelly 
2087, 30880, 2304, 17059, 2304, 2304, 1, 1, apple, crackers, orange, jelly, orange 
12300, 97763, 5408, 30880, 97763, 5408, 0, 1, onion, grape_juice, bread, crackers, grape_juice 
97763, 17059, 14073, 18450, 14073, 14073, 1, 1, grape_juice, jelly, coke, cereal, coke 
2304, 42488, 53070, 30880, 53070, 30880, 1, 2, orange, orange_juice, potato_chips, crackers, potato_chips 
2304, 6050, 2087, 2304, 2304, 2304, 2, 2, orange, corn, apple, orange, orange 
42488, 2087, 12300, 5408, 5408, 5408, 2, 2, orange_juice, apple, onion, bread, bread 
14073, 17059, 6050, 53070, 53070, 6050, 2, 1, coke, jelly, corn, potato_chips, potato_chips 
6050, 2304, 17059, 14073, 2304, 2304, 0, 0, corn, orange, jelly, coke, orange 
2087, 97763, 17059, 2087, 2087, 2087, 2, 2, apple, grape_juice, jelly, apple, apple 
30880, 14073, 97763, 30880, 30880, 30880, 2, 2, crackers, coke, grape_juice, crackers, crackers 
2304, 14073, 6050, 5408, 14073, 6050, 0, 1, orange, coke, corn, bread, coke 
97763, 12300, 2087, 42488, 42488, 2087, 2, 1, grape_juice, onion, apple, orange_juice, orange_juice 
6050, 17059, 6050, 53070, 6050, 6050, 1, 1, corn, jelly, corn, potato_chips, corn 
42488, 97763, 17059, 2304, 97763, 2304, 0, 2, orange_juice, grape_juice, jelly, orange, grape_juice 
53070, 42488, 53070, 2304, 53070, 53070, 1, 1, potato_chips, orange_juice, potato_chips, orange, potato_chips 
2304, 6050, 97763, 5408, 6050, 6050, 0, 0, orange, corn, grape_juice, bread, corn 
2087, 6050, 5408, 2304, 2304, 2304, 2, 2, apple, corn, bread, orange, orange 
14073, 2087, 42488, 30880, 42488, 2087, 1, 0, coke, apple, orange_juice, crackers, orange_juice 
17059, 18450, 30880, 5408, 5408, 18450, 2, 0, jelly, cereal, crackers, bread, bread 
18450, 18450, 14073, 6050, 18450, 18450, 0, 0, cereal, cereal, coke, corn, cereal 
2087, 14073, 53070, 12300, 12300, 14073, 2, 0, apple, coke, potato_chips, onion, onion 
18450, 18450, 2304, 2087, 18450, 18450, 0, 0, cereal, cereal, orange, apple, cereal 
17059, 12300, 97763, 2304, 97763, 2304, 1, 2, jelly, onion, grape_juice, orange, grape_juice 
5408, 2304, 18450, 97763, 18450, 2304, 1, 0, bread, orange, cereal, grape_juice, cereal 
18450, 18450, 2304, 6050, 18450, 18450, 0, 0, cereal, cereal, orange, corn, cereal 
2304, 6050, 2087, 17059, 2087, 6050, 1, 0, orange, corn, apple, jelly, apple 
97763, 2087, 30880, 97763, 97763, 97763, 2, 2, grape_juice, apple, crackers, grape_juice, grape_juice 
5408, 5408, 14073, 17059, 5408, 5408, 0, 0, bread, bread, coke, jelly, bread 
2087, 2304, 17059, 14073, 2304, 2304, 0, 0, apple, orange, jelly, coke, orange 
18450, 53070, 12300, 2304, 53070, 2304, 0, 2, cereal, potato_chips, onion, orange, potato_chips 
5408, 2087, 42488, 30880, 30880, 2087, 2, 0, bread, apple, orange_juice, crackers, crackers 
5408, 2087, 17059, 2304, 17059, 2304, 1, 2, bread, apple, jelly, orange, jelly 
17059, 53070, 6050, 12300, 6050, 6050, 1, 1, jelly, potato_chips, corn, onion, corn 
14073, 42488, 6050, 53070, 42488, 6050, 0, 1, coke, orange_juice, corn, potato_chips, orange_juice 
5408, 17059, 42488, 2087, 17059, 2087, 0, 2, bread, jelly, orange_juice, apple, jelly 
14073, 2304, 30880, 53070, 53070, 2304, 2, 0, coke, orange, crackers, potato_chips, potato_chips 
30880, 17059, 53070, 14073, 53070, 14073, 1, 2, crackers, jelly, potato_chips, coke, potato_chips 
14073, 12300, 5408, 6050, 5408, 6050, 1, 2, coke, onion, bread, corn, bread 
97763, 17059, 53070, 2087, 17059, 2087, 0, 2, grape_juice, jelly, potato_chips, apple, jelly 
97763, 5408, 12300, 53070, 53070, 5408, 2, 0, grape_juice, bread, onion, potato_chips, potato_chips 
53070, 42488, 6050, 17059, 17059, 6050, 2, 1, potato_chips, orange_juice, corn, jelly, jelly 
18450, 42488, 6050, 5408, 6050, 6050, 1, 1, cereal, orange_juice, corn, bread, corn 
12300, 30880, 2304, 97763, 2304, 2304, 1, 1, onion, crackers, orange, grape_juice, orange 
14073, 12300, 42488, 6050, 42488, 6050, 1, 2, coke, onion, orange_juice, corn, orange_juice 
5408, 53070, 97763, 2304, 53070, 2304, 0, 2, bread, potato_chips, grape_juice, orange, potato_chips 
12300, 2087, 18450, 14073, 2087, 2087, 0, 0, onion, apple, cereal, coke, apple 
97763, 42488, 53070, 17059, 17059, 17059, 2, 2, grape_juice, orange_juice, potato_chips, jelly, jelly 
53070, 2304, 30880, 53070, 53070, 53070, 2, 2, potato_chips, orange, crackers, potato_chips, potato_chips 
2304, 12300, 53070, 17059, 12300, 12300, 0, 0, orange, onion, potato_chips, jelly, onion 
30880, 2304, 30880, 53070, 30880, 30880, 1, 1, crackers, orange, crackers, potato_chips, crackers 
53070, 18450, 2304, 2087, 18450, 2304, 0, 1, potato_chips, cereal, orange, apple, cereal 
18450, 17059, 42488, 12300, 42488, 17059, 1, 0, cereal, jelly, orange_juice, onion, orange_juice 
5408, 2304, 18450, 5408, 5408, 5408, 2, 2, bread, orange, cereal, bread, bread 
30880, 42488, 97763, 14073, 42488, 14073, 0, 2, crackers, orange_juice, grape_juice, coke, orange_juice 
2304, 42488, 14073, 5408, 42488, 5408, 0, 2, orange, orange_juice, coke, bread, orange_juice 
42488, 53070, 18450, 5408, 53070, 5408, 0, 2, orange_juice, potato_chips, cereal, bread, potato_chips 
53070, 18450, 53070, 6050, 53070, 53070, 1, 1, potato_chips, cereal, potato_chips, corn, potato_chips 
97763, 6050, 30880, 97763, 97763, 97763, 2, 2, grape_juice, corn, crackers, grape_juice, grape_juice 
2087, 2087, 18450, 6050, 2087, 2087, 0, 0, apple, apple, cereal, corn, apple 
2087, 53070, 6050, 12300, 12300, 6050, 2, 1, apple, potato_chips, corn, onion, onion 
53070, 42488, 6050, 53070, 53070, 53070, 2, 2, potato_chips, orange_juice, corn, potato_chips, potato_chips 
18450, 12300, 2087, 42488, 2087, 2087, 1, 1, cereal, onion, apple, orange_juice, apple 
30880, 5408, 18450, 42488, 18450, 18450, 1, 1, crackers, bread, cereal, orange_juice, cereal 
12300, 42488, 12300, 2304, 12300, 12300, 1, 1, onion, orange_juice, onion, orange, onion 
97763, 97763, 18450, 6050, 97763, 97763, 0, 0, grape_juice, grape_juice, cereal, corn, grape_juice 
14073, 2087, 42488, 14073, 14073, 14073, 2, 2, coke, apple, orange_juice, coke, coke 
18450, 2087, 12300, 6050, 2087, 6050, 0, 2, cereal, apple, onion, corn, apple 
5408, 14073, 30880, 42488, 30880, 14073, 1, 0, bread, coke, crackers, orange_juice, crackers 
12300, 12300, 2087, 42488, 12300, 12300, 0, 0, onion, onion, apple, orange_juice, onion 
12300, 6050, 2087, 2304, 6050, 2304, 0, 2, onion, corn, apple, orange, corn 
2087, 42488, 14073, 5408, 42488, 5408, 0, 2, apple, orange_juice, coke, bread, orange_juice 
14073, 5408, 12300, 53070, 12300, 5408, 1, 0, coke, bread, onion, potato_chips, onion 
12300, 42488, 6050, 17059, 6050, 6050, 1, 1, onion, orange_juice, corn, jelly, corn 
14073, 17059, 12300, 18450, 12300, 18450, 1, 2, coke, jelly, onion, cereal, onion 
17059, 53070, 97763, 5408, 97763, 5408, 1, 2, jelly, potato_chips, grape_juice, bread, grape_juice 
53070, 97763, 18450, 6050, 18450, 6050, 1, 2, potato_chips, grape_juice, cereal, corn, cereal 
6050, 30880, 53070, 18450, 30880, 18450, 0, 2, corn, crackers, potato_chips, cereal, crackers 
42488, 18450, 2304, 2087, 18450, 2304, 0, 1, orange_juice, cereal, orange, apple, cereal 
2087, 12300, 6050, 18450, 12300, 6050, 0, 1, apple, onion, corn, cereal, onion 
53070, 97763, 17059, 18450, 18450, 18450, 2, 2, potato_chips, grape_juice, jelly, cereal, cereal 
14073, 6050, 2304, 97763, 97763, 6050, 2, 0, coke, corn, orange, grape_juice, grape_juice 
14073, 14073, 97763, 30880, 14073, 14073, 0, 0, coke, coke, grape_juice, crackers, coke 
97763, 2304, 53070, 18450, 2304, 2304, 0, 0, grape_juice, orange, potato_chips, cereal, orange 
53070, 14073, 53070, 2304, 53070, 53070, 1, 1, potato_chips, coke, potato_chips, orange, potato_chips 
2304, 2304, 2087, 42488, 2304, 2304, 0, 0, orange, orange, apple, orange_juice, orange 
2087, 30880, 53070, 2087, 2087, 2087, 2, 2, apple, crackers, potato_chips, apple, apple 
5408, 30880, 2304, 97763, 30880, 2304, 0, 1, bread, crackers, orange, grape_juice, crackers 
97763, 30880, 12300, 14073, 14073, 14073, 2, 2, grape_juice, crackers, onion, coke, coke 
6050, 2087, 12300, 5408, 12300, 5408, 1, 2, corn, apple, onion, bread, onion 
53070, 5408, 17059, 2087, 5408, 2087, 0, 2, potato_chips, bread, jelly, apple, bread 
97763, 42488, 14073, 12300, 42488, 14073, 0, 1, grape_juice, orange_juice, coke, onion, orange_juice 
53070, 97763, 53070, 6050, 53070, 53070, 1, 1, potato_chips, grape_juice, potato_chips, corn, potato_chips 
12300, 2087, 12300, 30880, 12300, 12300, 1, 1, onion, apple, onion, crackers, onion 
97763, 30880, 5408, 6050, 30880, 5408, 0, 1, grape_juice, crackers, bread, corn, crackers 
30880, 2087, 12300, 6050, 12300, 6050, 1, 2, crackers, apple, onion, corn, onion 
2087, 2304, 53070, 2087, 2087, 2087, 2, 2, apple, orange, potato_chips, apple, apple 
18450, 2087, 42488, 6050, 42488, 6050, 1, 2, cereal, apple, orange_juice, corn, orange_juice 
97763, 2087, 14073, 97763, 97763, 97763, 2, 2, grape_juice, apple, coke, grape_juice, grape_juice 
14073, 97763, 18450, 42488, 97763, 18450, 0, 1, coke, grape_juice, cereal, orange_juice, grape_juice 
97763, 18450, 14073, 6050, 14073, 6050, 1, 2, grape_juice, cereal, coke, corn, coke 
6050, 42488, 6050, 17059, 6050, 6050, 1, 1, corn, orange_juice, corn, jelly, corn 
17059, 2304, 2087, 42488, 42488, 2304, 2, 0, jelly, orange, apple, orange_juice, orange_juice 
12300, 2304, 5408, 12300, 12300, 12300, 2, 2, onion, orange, bread, onion, onion 
14073, 18450, 5408, 6050, 18450, 6050, 0, 2, coke, cereal, bread, corn, cereal 
2304, 97763, 5408, 17059, 5408, 5408, 1, 1, orange, grape_juice, bread, jelly, bread 
5408, 12300, 2304, 18450, 2304, 2304, 1, 1, bread, onion, orange, cereal, orange 
6050, 17059, 14073, 18450, 18450, 14073, 2, 1, corn, jelly, coke, cereal, cereal 
2304, 2304, 53070, 2087, 2304, 2304, 0, 0, orange, orange, potato_chips, apple, orange 
17059, 30880, 2087, 6050, 2087, 6050, 1, 2, jelly, crackers, apple, corn, apple 
30880, 12300, 2304, 14073, 12300, 2304, 0, 1, crackers, onion, orange, coke, onion 
5408, 2087, 42488, 18450, 18450, 2087, 2, 0, bread, apple, orange_juice, cereal, cereal 
42488, 53070, 12300, 2304, 2304, 2304, 2, 2, orange_juice, potato_chips, onion, orange, orange 
2087, 42488, 53070, 18450, 42488, 18450, 0, 2, apple, orange_juice, potato_chips, cereal, orange_juice 
42488, 18450, 42488, 12300, 42488, 42488, 1, 1, orange_juice, cereal, orange_juice, onion, orange_juice 
12300, 30880, 97763, 53070, 53070, 30880, 2, 0, onion, crackers, grape_juice, potato_chips, potato_chips 
6050, 30880, 5408, 42488, 5408, 5408, 1, 1, corn, crackers, bread, orange_juice, bread 
12300, 6050, 2087, 17059, 2087, 6050, 1, 0, onion, corn, apple, jelly, apple 
6050, 97763, 2304, 2087, 2304, 2304, 1, 1, corn, grape_juice, orange, apple, orange 
2304, 42488, 6050, 17059, 42488, 6050, 0, 1, orange, orange_juice, corn, jelly, orange_juice 
30880, 42488, 53070, 2304, 42488, 2304, 0, 2, crackers, orange_juice, potato_chips, orange, orange_juice 
2304, 17059, 14073, 18450, 18450, 14073, 2, 1, orange, jelly, coke, cereal, cereal 
5408, 14073, 42488, 6050, 6050, 6050, 2, 2, bread, coke, orange_juice, corn, corn 
97763, 6050, 2304, 17059, 17059, 6050, 2, 0, grape_juice, corn, orange, jelly, jelly 
97763, 5408, 2304, 17059, 17059, 5408, 2, 0, grape_juice, bread, orange, jelly, jelly 
53070, 2087, 17059, 2304, 2087, 2304, 0, 2, potato_chips, apple, jelly, orange, apple 
12300, 18450, 5408, 6050, 5408, 5408, 1, 1, onion, cereal, bread, corn, bread 
12300, 14073, 30880, 42488, 42488, 14073, 2, 0, onion, coke, crackers, orange_juice, orange_juice 
2087, 42488, 30880, 6050, 6050, 6050, 2, 2, apple, orange_juice, crackers, corn, corn 
2087, 5408, 18450, 42488, 42488, 5408, 2, 0, apple, bread, cereal, orange_juice, orange_juice 
12300, 6050, 30880, 97763, 6050, 6050, 0, 0, onion, corn, crackers, grape_juice, corn 
53070, 17059, 18450, 30880, 30880, 18450, 2, 1, potato_chips, jelly, cereal, crackers, crackers 
2087, 97763, 5408, 30880, 5408, 5408, 1, 1, apple, grape_juice, bread, crackers, bread 
6050, 97763, 14073, 2304, 2304, 2304, 2, 2, corn, grape_juice, coke, orange, orange 
14073, 2087, 17059, 30880, 17059, 2087, 1, 0, coke, apple, jelly, crackers, jelly 
18450, 2087, 97763, 12300, 97763, 2087, 1, 0, cereal, apple, grape_juice, onion, grape_juice 
2087, 14073, 5408, 2087, 2087, 2087, 2, 2, apple, coke, bread, apple, apple 
12300, 5408, 17059, 2087, 2087, 5408, 2, 0, onion, bread, jelly, apple, apple 
18450, 30880, 53070, 2087, 30880, 2087, 0, 2, cereal, crackers, potato_chips, apple, crackers 
18450, 12300, 97763, 2304, 12300, 2304, 0, 2, cereal, onion, grape_juice, orange, onion 
17059, 30880, 2304, 2087, 2087, 2304, 2, 1, jelly, crackers, orange, apple, apple 
2087, 6050, 2087, 97763, 2087, 2087, 1, 1, apple, corn, apple, grape_juice, apple 
12300, 18450, 30880, 5408, 18450, 5408, 0, 2, onion, cereal, crackers, bread, cereal 
12300, 2304, 53070, 18450, 2304, 2304, 0, 0, onion, orange, potato_chips, cereal, orange 
30880, 12300, 53070, 17059, 53070, 12300, 1, 0, crackers, onion, potato_chips, jelly, potato_chips 
42488, 2087, 18450, 14073, 14073, 2087, 2, 0, orange_juice, apple, cereal, coke, coke 
2304, 97763, 12300, 6050, 12300, 6050, 1, 2, orange, grape_juice, onion, corn, onion 
53070, 42488, 2304, 30880, 30880, 2304, 2, 1, potato_chips, orange_juice, orange, crackers, crackers 
14073, 6050, 30880, 97763, 97763, 6050, 2, 0, coke, corn, crackers, grape_juice, grape_juice 
30880, 6050, 30880, 2304, 30880, 30880, 1, 1, crackers, corn, crackers, orange, crackers 
97763, 6050, 2087, 2304, 2304, 2087, 2, 1, grape_juice, corn, apple, orange, orange 
97763, 5408, 17059, 12300, 17059, 5408, 1, 0, grape_juice, bread, jelly, onion, jelly 
30880, 2087, 42488, 30880, 30880, 30880, 2, 2, crackers, apple, orange_juice, crackers, crackers 
14073, 2304, 12300, 30880, 30880, 2304, 2, 0, coke, orange, onion, crackers, crackers 
12300, 97763, 2087, 18450, 2087, 2087, 1, 1, onion, grape_juice, apple, cereal, apple 
2304, 5408, 2304, 30880, 2304, 2304, 1, 1, orange, bread, orange, crackers, orange 
53070, 42488, 30880, 6050, 30880, 6050, 1, 2, potato_chips, orange_juice, crackers, corn, crackers 
2304, 30880, 14073, 2304, 2304, 2304, 2, 2, orange, crackers, coke, orange, orange 
5408, 18450, 12300, 97763, 97763, 12300, 2, 1, bread, cereal, onion, grape_juice, grape_juice 
30880, 5408, 2087, 30880, 30880, 30880, 2, 2, crackers, bread, apple, crackers, crackers 
